Team1Index,Team1,Team2Index,Team2,score1,score2,scoreDiff
NA,Mississippi St.,NA,South Carolina,75,59,16
NA,Air Force,NA,UNLV,58,68,-10
24,Texas Tech,NA,Kansas St.,73,62,11
NA,Ole Miss,NA,Auburn,86,84,2
NA,Murray St.,NA,Eastern Ky.,76,64,12
NA,Pittsburgh,4,Virginia,66,73,-7
NA,Southern Ill.,NA,Bradley,66,74,-8
NA,Chattanooga,NA,ETSU,67,65,2
NA,Washington,7,Oregon,74,86,-12
NA,Jackson St.,NA,Alcorn,74,66,8
NA,UIW,NA,A&M-Corpus Christi,58,53,5
NA,Northwestern,22,Purdue,70,75,-5
NA,ULM,NA,UT Arlington,52,58,-6
NA,Charlotte,NA,Middle Tenn.,60,73,-13
NA,Tennessee St.,NA,Eastern Ill.,72,86,-14
NA,Youngstown St.,NA,Robert Morris,70,66,4
67,Cleveland St.,NA,Oakland,80,78,2
NA,Purdue Fort Wayne,NA,Detroit Mercy,56,83,-27
NA,Jacksonville St.,NA,Southeast Mo. St.,66,54,12
NA,IUPUI,NA,Green Bay,72,79,-7
NA,Jacksonville,NA,Bellarmine,44,63,-19
NA,Little Rock,NA,Texas St.,67,77,-10
NA,Coastal Carolina,NA,South Alabama,66,70,-4
NA,Ga. Southern,NA,Troy,79,64,15
NA,Louisiana,NA,Arkansas St.,77,83,-6
NA,UTEP,NA,UAB,60,75,-15
NA,UC Davis,NA,CSUN,75,63,12
5,Creighton,NA,Marquette,71,68,3
NA,Tennessee Tech,NA,UT Martin,64,66,-2
NA,Lipscomb,NA,Stetson,69,61,8
NA,Ark.-Pine Bluff,NA,Alabama St.,67,73,-6
NA,Mississippi Val.,NA,Alabama A&M,58,93,-35
49,Abilene Christian,NA,Lamar University,77,62,15
NA,Colorado St.,NA,Wyoming,68,59,9
NA,Vanderbilt,NA,Georgia,70,73,-3
26,North Carolina,NA,Duke,91,87,4
NA,Nicholls St.,NA,Sam Houston,71,78,-7
NA,UCF,NA,Tulsa,65,58,7
NA,Washington St.,64,Oregon St.,66,68,-2
NA,Indiana St.,NA,UNI,61,57,4
NA,Wofford,NA,Furman,75,67,8
NA,Nebraska,45,Michigan St.,56,66,-10
NA,Pepperdine,NA,Portland,91,70,21
NA,Marshall,NA,Old Dominion,87,67,20
NA,North Ala.,NA,FGCU,60,69,-9
57,Tennessee,NA,Kentucky,82,71,11
NA,Wright St.,NA,UIC,77,57,20
NA,Massachusetts,NA,Rhode Island,75,63,12
NA,Notre Dame,61,Georgia Tech,80,82,-2
NA,UTRGV,52,Texas Southern,75,77,-2
NA,Arizona,39,Colorado,79,82,-3
NA,Grambling,NA,Southern U.,72,69,3
NA,Western Ill.,NA,Omaha,75,73,2
33,Oral Roberts,NA,North Dakota St.,80,74,6
NA,South Dakota,NA,South Dakota St.,78,89,-11
NA,California Baptist,NA,New Mexico St.,70,97,-27
NA,Seattle U,NA,Dixie St.,77,56,21
NA,Monmouth,NA,Manhattan,71,69,2
46,UCLA,6,Southern California,48,66,-18
NA,CSU Bakersfield,NA,UC Irvine,62,57,5
2,Iowa,NA,Indiana,65,67,-2
NA,Cincinnati,NA,Tulane,64,61,3
NA,Lafayette,NA,Loyola Maryland,62,75,-13
NA,UMBC,NA,Stony Brook,71,65,6
NA,Towson,NA,Col. of Charleston,53,66,-13
12,Drake,NA,Valparaiso,57,74,-17
NA,High Point,NA,Hampton,72,58,14
NA,Coppin St.,17,Norfolk St.,72,84,-12
68,Drexel,NA,Hofstra,74,79,-5
NA,Quinnipiac,NA,Fairfield,78,63,15
NA,Evansville,60,Loyola Chicago,58,69,-11
47,Georgetown,23,Villanova,74,84,-10
NA,Missouri St.,NA,Illinois St.,72,62,10
NA,Temple,11,Wichita St.,67,70,-3
NA,Boise St.,NA,Nevada,62,73,-11
NA,Indiana St.,NA,UNI,67,70,-3
NA,Southern Ill.,NA,Bradley,69,68,1
NA,California,NA,Stanford,70,76,-6
NA,UMBC,NA,Stony Brook,60,48,12
NA,Rochester Univ. (MI),NA,Youngstown St.,50,60,-10
NA,Quinnipiac,NA,Fairfield,70,77,-7
NA,Eastern Ky.,NA,SIUE,78,74,4
NA,High Point,NA,Hampton,71,76,-5
NA,SMU,NA,East Carolina,71,56,15
48,UNC Greensboro,NA,Furman,49,68,-19
NA,Gardner-Webb,NA,USC Upstate,69,77,-8
NA,St. Francis Brooklyn,NA,LIU,84,96,-12
NA,N.C. Central,NA,Florida A&M,50,59,-9
NA,Austin Peay,NA,UT Martin,75,76,-1
NA,Loyola Maryland,NA,Lafayette,76,80,-4
NA,Samford,NA,Mercer,82,89,-7
64,Oregon St.,39,Colorado,49,78,-29
NA,Coppin St.,17,Norfolk St.,74,64,10
NA,Nebraska,NA,Minnesota,61,79,-18
49,Abilene Christian,NA,A&M-Corpus Christi,82,69,13
NA,Ark.-Pine Bluff,NA,Alabama A&M,55,56,-1
NA,Grambling,NA,Alcorn,67,62,5
NA,Air Force,NA,UNLV,64,69,-5
20,Ohio St.,44,Maryland,73,65,8
56,Oklahoma St.,3,Kansas,66,78,-12
NA,Mississippi Val.,NA,Alabama St.,68,65,3
NA,Jackson St.,NA,Southern U.,57,53,4
NA,San Jose St.,58,San Diego St.,54,85,-31
1,Gonzaga,40,BYU,82,71,11
NA,South Alabama,NA,Georgia St.,70,67,3
NA,San Diego Christian,NA,Southern Utah,50,109,-59
NA,Notre Dame,NA,Duke,93,89,4
10,VCU,NA,Dayton,76,67,9
NA,La Salle,43,St. Bonaventure,73,86,-13
NA,N.C. Central,NA,Florida A&M,47,60,-13
NA,James Madison,NA,Elon,70,61,9
36,Alabama,NA,South Carolina,81,78,3
63,Syracuse,NA,NC State,77,68,9
21,Arkansas,NA,Kentucky,81,80,1
NA,Kent St.,NA,Bowling Green,71,67,4
NA,Penn St.,45,Michigan St.,58,60,-2
NA,McMurry,NA,Tarleton St.,54,112,-58
37,Texas,NA,Kansas St.,80,77,3
NA,Auburn,NA,Vanderbilt,73,67,6
55,West Virginia,24,Texas Tech,82,71,11
NA,Iowa St.,NA,TCU,76,79,-3
5,Creighton,47,Georgetown,63,48,15
NA,St. John's (NY),NA,Butler,73,76,-3
41,UConn,NA,Providence,59,70,-11
NA,Furman,48,UNC Greensboro,58,64,-6
NA,Tulane,NA,Tulsa,58,48,10
NA,Pepperdine,NA,San Francisco,76,68,8
NA,Indiana,NA,Northwestern,79,76,3
NA,Old Dominion,NA,Charlotte,78,76,2
NA,UNI,12,Drake,59,80,-21
NA,VMI,NA,Western Caro.,72,74,-2
54,Houston,NA,South Fla.,82,65,17
NA,Bradley,NA,Valparaiso,76,52,24
11,Wichita St.,NA,UCF,61,60,1
NA,Fordham,NA,George Mason,45,77,-32
NA,Chattanooga,NA,Wofford,78,66,12
NA,ETSU,NA,The Citadel,71,79,-8
NA,Wake Forest,NA,Boston College,69,65,4
4,Virginia,61,Georgia Tech,57,49,8
NA,A&M-Corpus Christi,NA,SFA,68,80,-12
NA,Southeastern La.,NA,Sam Houston,61,79,-18
62,Rutgers,2,Iowa,66,79,-13
NA,Nicholls St.,NA,Lamar University,76,71,5
NA,Georgia,57,Tennessee,81,89,-8
NA,Mercer,NA,Samford,77,70,7
NA,Southern Ill.,NA,Missouri St.,53,65,-12
NA,Northwestern St.,NA,UIW,68,67,1
NA,Houston Baptist,49,Abilene Christian,59,88,-29
NA,Marquette,23,Villanova,64,96,-32
42,LSU,NA,Mississippi St.,94,80,14
9,Missouri,NA,Ole Miss,59,80,-21
NA,Rhode Island,NA,Saint Louis,60,67,-7
27,Wisconsin,NA,Nebraska,61,48,13
NA,San Jose St.,58,San Diego St.,55,77,-22
NA,UT Martin,NA,Austin Peay,50,71,-21
NA,Gardner-Webb,NA,Longwood,54,57,-3
22,Purdue,NA,Minnesota,68,71,-3
NA,Fairleigh Dickinson,NA,Wagner,72,76,-4
NA,Portland,NA,Pacific,57,84,-27
NA,Charleston So.,NA,High Point,73,77,-4
NA,Ga. Southern,NA,Georgia St.,75,79,-4
NA,Presbyterian,NA,Hampton,85,70,15
30,Winthrop,NA,Radford,80,64,16
NA,Utah,NA,California,76,75,1
NA,Troy,NA,South Alabama,70,73,-3
NA,Texas St.,NA,UT Arlington,63,56,7
NA,USC Upstate,NA,Campbell,71,72,-1
NA,Iowa St.,3,Kansas,64,97,-33
39,Colorado,NA,Stanford,69,51,18
NA,St. Francis Brooklyn,NA,Saint Francis (PA),70,67,3
NA,Merrimack,NA,Central Conn. St.,62,46,16
NA,Weber St.,NA,Montana,67,80,-13
NA,LIU,51,Mount St. Mary's,60,66,-6
15,Eastern Wash.,NA,Montana St.,93,77,16
NA,ULM,NA,Louisiana,72,66,6
64,Oregon St.,NA,Arizona,61,70,-9
NA,Eastern Ill.,NA,Jacksonville St.,64,76,-12
7,Oregon,NA,Arizona St.,75,64,11
66,Morehead St.,NA,Tennessee St.,79,66,13
NA,Idaho,NA,Idaho St.,43,69,-26
NA,Eastern Ky.,NA,Belmont,74,92,-18
NA,SIUE,NA,Tennessee Tech,81,63,18
NA,Fresno St.,NA,Air Force,69,63,6
NA,UNLV,NA,Boise St.,66,78,-12
6,Southern California,NA,Washington,69,54,15
46,UCLA,NA,Washington St.,73,81,-8
13,UC Santa Barbara,NA,Hawaii,59,50,9
NA,UIC,NA,IUPUI,69,89,-20
NA,Canisius,NA,Quinnipiac,74,67,7
NA,LIU,51,Mount St. Mary's,46,64,-18
NA,Presbyterian,NA,Hampton,57,62,-5
NA,Gardner-Webb,NA,Longwood,71,78,-7
NA,St. Francis Brooklyn,NA,Saint Francis (PA),66,80,-14
NA,Purdue Fort Wayne,NA,Youngstown St.,70,84,-14
NA,Northern Ky.,NA,Green Bay,82,86,-4
NA,Manhattan,50,Iona,67,85,-18
NA,Middle Tenn.,NA,Marshall,79,107,-28
NA,North Florida,65,Liberty,61,73,-12
NA,Stetson,NA,Kennesaw St.,74,61,13
NA,Charleston So.,NA,High Point,69,68,1
NA,Long Beach St.,NA,UC Davis,66,68,-2
NA,Southeast Mo. St.,NA,Murray St.,60,80,-20
NA,USC Upstate,NA,Campbell,49,64,-15
NA,Bellarmine,NA,North Ala.,66,64,2
NA,Temple,NA,Cincinnati,69,71,-2
43,St. Bonaventure,10,VCU,64,67,-3
NA,UMass Lowell,NA,Albany (NY),79,71,8
NA,Tulane,NA,UCF,49,53,-4
NA,Fla. Atlantic,NA,UTSA,80,84,-4
NA,Akron,NA,Miami (OH),83,76,7
NA,Merrimack,NA,Central Conn. St.,72,52,20
NA,Oakland,NA,Robert Morris,82,88,-6
30,Winthrop,NA,Radford,55,47,8
NA,Lipscomb,NA,Jacksonville,60,66,-6
NA,UC San Diego,NA,CSU Bakersfield,71,76,-5
NA,Milwaukee,NA,Wright St.,81,92,-11
NA,UC Irvine,NA,UC Riverside,65,86,-21
NA,UAB,NA,Louisiana Tech,58,70,-12
NA,Omaha,NA,Kansas City,52,62,-10
NA,Western Mich.,NA,Buffalo,54,86,-32
NA,Rice,NA,Western Ky.,71,77,-6
61,Georgia Tech,59,Clemson,72,74,-2
31,North Texas,NA,Southern Miss.,65,49,16
NA,Dixie St.,NA,Utah Valley,72,87,-15
NA,Denver,NA,Western Ill.,69,75,-6
NA,Little Rock,NA,Arkansas St.,62,73,-11
NA,Detroit Mercy,67,Cleveland St.,89,83,6
NA,New Mexico St.,NA,Seattle U,72,83,-11
NA,FIU,NA,UTEP,59,75,-16
53,Illinois,NA,Nebraska,77,72,5
NA,Simpson (CA),NA,Portland St.,66,99,-33
NA,UC Irvine,NA,UC Riverside,73,67,6
13,UC Santa Barbara,NA,Hawaii,81,74,7
NA,The Citadel,NA,Chattanooga,66,70,-4
60,Loyola Chicago,12,Drake,81,54,27
41,UConn,NA,Xavier,80,72,8
NA,Indiana,20,Ohio St.,59,78,-19
NA,Kansas St.,56,Oklahoma St.,60,67,-7
NA,Wake Forest,38,Florida St.,85,92,-7
NA,UIC,NA,IUPUI,81,88,-7
NA,Vanderbilt,NA,Mississippi St.,72,51,21
8,Oklahoma,55,West Virginia,91,90,1
NA,Elon,NA,Col. of Charleston,53,71,-18
NA,Auburn,NA,Kentucky,80,82,-2
NA,Samford,NA,VMI,56,85,-29
NA,Canisius,NA,Quinnipiac,89,70,19
NA,Northeastern,NA,Towson,76,67,9
NA,Butler,47,Georgetown,63,78,-15
NA,Boston U.,NA,Holy Cross,65,82,-17
NA,Loyola Maryland,NA,Lafayette,94,97,-3
NA,Boston College,63,Syracuse,67,75,-8
NA,Hofstra,NA,James Madison,89,93,-4
NA,Idaho,NA,Idaho St.,58,64,-6
NA,TCU,37,Texas,55,70,-15
17,Norfolk St.,NA,Morgan St.,74,69,5
NA,NJIT,34,Hartford,67,57,10
57,Tennessee,42,LSU,65,78,-13
NA,Stony Brook,NA,Vermont,78,86,-8
48,UNC Greensboro,NA,Mercer,77,74,3
NA,Bowling Green,NA,Toledo,88,81,7
NA,Western Caro.,NA,Furman,70,88,-18
NA,Northern Ill.,NA,Kent St.,58,80,-22
7,Oregon,NA,Arizona,63,61,2
15,Eastern Wash.,NA,Montana St.,85,69,16
2,Iowa,45,Michigan St.,88,58,30
NA,Milwaukee,NA,Wright St.,82,92,-10
NA,UMass Lowell,NA,Albany (NY),69,81,-12
NA,Fresno St.,NA,Air Force,67,64,3
3,Kansas,NA,Iowa St.,64,50,14
NA,UT Arlington,NA,Texas St.,68,79,-11
NA,Sacramento St.,NA,California Baptist,71,83,-12
NA,South Dakota,NA,North Dakota,76,85,-9
NA,Georgia,36,Alabama,82,115,-33
NA,Saint Louis,NA,Fordham,68,40,28
NA,Southern U.,NA,Ark.-Pine Bluff,73,71,2
NA,Wofford,NA,ETSU,49,71,-22
NA,Long Beach St.,NA,UC Davis,76,78,-2
21,Arkansas,9,Missouri,86,81,5
NA,Charlotte,NA,Old Dominion,45,64,-19
NA,Fla. Atlantic,NA,UTSA,75,86,-11
NA,UAB,NA,Louisiana Tech,64,69,-5
NA,Illinois St.,NA,Southern Ill.,80,55,25
NA,Stetson,NA,Kennesaw St.,75,83,-8
NA,Duke,NA,NC State,69,53,16
32,Colgate,NA,Army West Point,84,74,10
NA,Middle Tenn.,NA,Marshall,85,96,-11
52,Texas Southern,NA,Grambling,75,73,2
NA,Weber St.,NA,Montana,91,82,9
NA,Louisiana,NA,ULM,88,72,16
NA,A&M-Corpus Christi,49,Abilene Christian,55,83,-28
NA,Northern Ky.,NA,Green Bay,71,66,5
NA,Northwestern,62,Rutgers,50,64,-14
NA,Fairfield,NA,Saint Peter's,55,50,5
66,Morehead St.,NA,Belmont,58,73,-15
NA,SIUE,NA,Jacksonville St.,60,80,-20
NA,Purdue Fort Wayne,NA,Youngstown St.,70,72,-2
NA,Oakland,NA,Robert Morris,86,81,5
NA,Eastern Ky.,NA,Tennessee St.,93,73,20
NA,South Dakota St.,33,Oral Roberts,86,103,-17
NA,McNeese,NA,Northwestern St.,66,69,-3
NA,South Alabama,NA,Troy,58,51,7
31,North Texas,NA,Southern Miss.,68,56,12
23,Villanova,5,Creighton,70,86,-16
NA,Manhattan,50,Iona,77,70,7
NA,North Florida,65,Liberty,60,80,-20
NA,Eastern Ill.,NA,Tennessee Tech,67,80,-13
NA,Alcorn,NA,Mississippi Val.,70,56,14
NA,Alabama A&M,NA,Alabama St.,58,72,-14
NA,Lamar University,NA,Houston Baptist,75,80,-5
NA,Lipscomb,NA,Jacksonville,71,69,2
NA,Bradley,NA,Missouri St.,58,80,-22
NA,Rice,NA,Western Ky.,66,89,-23
NA,Central Ark.,NA,Sam Houston,57,97,-40
NA,Arkansas St.,NA,Little Rock,67,65,2
NA,Southeast Mo. St.,NA,Austin Peay,63,78,-15
1,Gonzaga,NA,San Francisco,100,61,39
26,North Carolina,4,Virginia,48,60,-12
NA,Ole Miss,NA,South Carolina,81,74,7
NA,Bellarmine,NA,North Ala.,87,63,24
NA,Wagner,NA,Fairleigh Dickinson,95,86,9
NA,Pacific,NA,LMU (CA),76,80,-4
NA,Detroit Mercy,67,Cleveland St.,64,71,-7
NA,UC San Diego,NA,CSU Bakersfield,50,65,-15
46,UCLA,NA,Washington,64,61,3
6,Southern California,NA,Washington St.,76,65,11
NA,Omaha,NA,Kansas City,47,55,-8
NA,Dixie St.,NA,Utah Valley,93,89,4
NA,Denver,NA,Western Ill.,75,82,-7
NA,Saint Mary's (CA),NA,Pepperdine,58,60,-2
NA,Nicholls St.,NA,Southeastern La.,86,84,2
NA,Valparaiso,NA,UNI,70,57,13
NA,Providence,NA,DePaul,57,47,10
NA,UT Martin,NA,Murray St.,55,84,-29
NA,FIU,NA,UTEP,68,77,-9
NA,Utah,NA,Stanford,66,73,-7
39,Colorado,NA,California,62,71,-9
NA,UNLV,NA,Boise St.,59,61,-2
NA,New Mexico St.,NA,Seattle U,65,58,7
NA,Stony Brook,NA,Vermont,57,61,-4
NA,Northeastern,NA,Towson,57,68,-11
35,Michigan,27,Wisconsin,67,59,8
NA,Elon,NA,Col. of Charleston,66,55,11
NA,UCF,NA,Cincinnati,68,69,-1
NA,NJIT,34,Hartford,61,75,-14
17,Norfolk St.,NA,Morgan St.,68,65,3
NA,Tulane,NA,South Fla.,62,59,3
NA,Hofstra,NA,James Madison,70,74,-4
NA,Nebraska,NA,Penn St.,62,61,1
NA,Marquette,NA,Seton Hall,51,57,-6
60,Loyola Chicago,12,Drake,50,51,-1
NA,Sacramento St.,NA,California Baptist,70,69,1
NA,South Dakota,NA,North Dakota,81,85,-4
NA,Illinois St.,NA,Southern Ill.,49,59,-10
NA,Indiana St.,NA,Evansville,76,70,6
NA,Pittsburgh,61,Georgia Tech,65,71,-6
NA,Bradley,NA,Missouri St.,57,72,-15
NA,Fairfield,NA,Saint Peter's,49,66,-17
NA,South Dakota St.,33,Oral Roberts,95,80,15
NA,Holy Cross,NA,Boston U.,68,86,-18
NA,Lafayette,NA,Loyola Maryland,69,88,-19
NA,Miami (FL),NA,Notre Dame,61,71,-10
32,Colgate,NA,Army West Point,92,83,9
NA,St. Mary's (MD),NA,Richmond,49,90,-41
NA,Minnesota,44,Maryland,59,72,-13
64,Oregon St.,NA,Arizona St.,73,75,-2
NA,Valparaiso,NA,UNI,60,74,-14
NA,SFA,NA,New Orleans,89,79,10
NA,Eastern Ky.,NA,Tennessee Tech,83,72,11
NA,Murray St.,NA,SIUE,86,57,29
NA,Hampton,NA,Longwood,73,83,-10
NA,USC Upstate,NA,Presbyterian,65,75,-10
4,Virginia,38,Florida St.,60,81,-21
NA,ETSU,NA,Chattanooga,51,53,-2
NA,Washington,NA,Washington St.,65,63,2
NA,Northern Ill.,NA,Akron,76,81,-5
NA,Iowa St.,56,Oklahoma St.,58,76,-18
NA,Providence,41,UConn,61,73,-12
25,Florida,21,Arkansas,64,75,-11
NA,Nebraska,44,Maryland,50,64,-14
NA,Austin Peay,NA,Southeast Mo. St.,81,86,-5
NA,St. Francis Brooklyn,NA,Fairleigh Dickinson,83,75,8
NA,Temple,NA,Tulsa,66,72,-6
9,Missouri,NA,Georgia,70,80,-10
NA,Dayton,NA,Rhode Island,89,91,-2
NA,Miami (OH),NA,Toledo,75,87,-12
NA,Kent St.,NA,Western Mich.,76,69,7
NA,Bowling Green,NA,Ball St.,75,62,13
45,Michigan St.,22,Purdue,65,75,-10
NA,Wagner,51,Mount St. Mary's,61,39,22
NA,Xavier,NA,St. John's (NY),84,93,-9
NA,Northwestern,53,Illinois,66,73,-7
NA,La Salle,NA,Saint Louis,57,78,-21
NA,LMU (CA),NA,Santa Clara,76,73,3
NA,Wagner,51,Mount St. Mary's,57,55,2
50,Iona,NA,Quinnipiac,70,74,-4
NA,NC State,NA,Pittsburgh,74,73,1
NA,Evansville,NA,Indiana St.,73,87,-14
NA,Boston U.,NA,Holy Cross,78,69,9
NA,Sacred Heart,NA,Central Conn. St.,82,70,12
NA,Gardner-Webb,NA,Radford,69,57,12
NA,Marquette,NA,Butler,73,57,16
NA,Western Caro.,NA,Chattanooga,81,89,-8
NA,Mercer,NA,ETSU,71,64,7
NA,Richmond,10,VCU,56,68,-12
NA,St. Francis Brooklyn,NA,Fairleigh Dickinson,90,87,3
NA,South Fla.,NA,UCF,65,81,-16
NA,Samford,NA,Furman,64,78,-14
NA,The Citadel,NA,Wofford,67,81,-14
48,UNC Greensboro,NA,VMI,77,88,-11
NA,Northeastern,26,North Carolina,62,82,-20
NA,Nebraska,44,Maryland,71,79,-8
NA,Kentucky,NA,Vanderbilt,82,78,4
12,Drake,NA,UNI,77,69,8
3,Kansas,NA,Kansas St.,59,41,18
NA,Valparaiso,60,Loyola Chicago,52,54,-2
NA,Arizona St.,6,Southern California,71,89,-18
NA,Wyoming,NA,New Mexico,83,74,9
NA,DePaul,NA,Seton Hall,52,60,-8
NA,Duke,NA,Wake Forest,84,60,24
NA,South Carolina,57,Tennessee,73,93,-20
NA,Minnesota,NA,Indiana,72,82,-10
29,Utah St.,NA,Boise St.,70,79,-9
NA,Missouri St.,NA,Southern Ill.,68,53,15
NA,USC Upstate,NA,Presbyterian,65,51,14
NA,Gardner-Webb,NA,Radford,77,49,28
NA,Campbell,NA,Hampton,76,57,19
NA,Vermont,NA,UMBC,80,71,9
NA,Longwood,NA,Charleston So.,70,62,8
54,Houston,11,Wichita St.,63,68,-5
NA,Illinois St.,NA,Bradley,88,71,17
2,Iowa,27,Wisconsin,77,62,15
40,BYU,NA,Pacific,80,52,28
NA,Jacksonville St.,NA,Belmont,59,63,-4
20,Ohio St.,NA,Penn St.,92,82,10
NA,Utah,64,Oregon St.,56,74,-18
NA,SIUE,NA,Austin Peay,57,79,-22
NA,Eastern Ill.,NA,Murray St.,68,59,9
NA,Arizona,46,UCLA,60,74,-14
30,Winthrop,NA,High Point,76,70,6
NA,Saint Mary's (CA),1,Gonzaga,65,87,-22
NA,San Diego,NA,Santa Clara,71,60,11
NA,Tennessee Tech,NA,Tennessee St.,86,91,-5
62,Rutgers,35,Michigan,64,71,-7
NA,Sacramento St.,NA,Southern Utah,69,88,-19
NA,Northern Ariz.,NA,Weber St.,59,92,-33
NA,LMU (CA),NA,San Francisco,68,63,5
NA,Eastern Ky.,NA,UT Martin,89,72,17
NA,Montana,15,Eastern Wash.,76,90,-14
58,San Diego St.,NA,Fresno St.,67,53,14
NA,Idaho,NA,Portland St.,64,84,-20
NA,California,NA,Washington St.,51,82,-31
NA,Stanford,NA,Washington,79,61,18
39,Colorado,7,Oregon,56,60,-4
NA,Southern Va.,NA,Davidson,51,101,-50
NA,Canisius,NA,Fairfield,80,69,11
NA,IUPUI,NA,Youngstown St.,72,70,2
NA,Vermont,NA,UMBC,55,66,-11
NA,Longwood,NA,Charleston So.,64,58,6
NA,Oakland,NA,Milwaukee,85,81,4
NA,Wright St.,NA,Northern Ky.,75,81,-6
NA,Robert Morris,NA,Detroit Mercy,74,85,-11
NA,South Alabama,18,App State,65,63,2
NA,Troy,NA,Georgia St.,66,80,-14
NA,Campbell,NA,Hampton,73,68,5
67,Cleveland St.,NA,Purdue Fort Wayne,68,75,-7
NA,Southern Miss.,NA,FIU,85,72,13
NA,Akron,NA,Ball St.,88,79,9
NA,Jacksonville,NA,Stetson,75,91,-16
NA,Hawaii,NA,CSUN,75,74,1
NA,Saint Louis,NA,Dayton,53,76,-23
NA,Cal Poly,NA,Long Beach St.,60,64,-4
30,Winthrop,NA,High Point,71,63,8
NA,Monmouth,50,Iona,86,91,-5
NA,Old Dominion,NA,UAB,69,76,-7
NA,Denver,NA,Kansas City,57,68,-11
NA,Green Bay,NA,UIC,58,61,-3
NA,UC Riverside,NA,UC San Diego,81,75,6
NA,North Dakota,NA,Omaha,62,72,-10
NA,Marist,NA,Saint Peter's,54,59,-5
NA,Kennesaw St.,NA,Lipscomb,62,76,-14
NA,South Dakota St.,NA,North Dakota St.,68,67,1
NA,California Baptist,16,Grand Canyon,61,71,-10
NA,UC Irvine,NA,Cal St. Fullerton,89,78,11
NA,Utah Valley,NA,New Mexico St.,69,66,3
NA,Tarleton St.,NA,Dixie St.,77,59,18
NA,Wyoming,NA,New Mexico,79,67,12
NA,Toledo,NA,Buffalo,80,70,10
NA,UNLV,NA,San Jose St.,76,60,16
29,Utah St.,NA,Boise St.,77,81,-4
NA,CSU Bakersfield,13,UC Santa Barbara,66,71,-5
NA,Siena,NA,Niagara,62,64,-2
45,Michigan St.,NA,Indiana,78,71,7
61,Georgia Tech,NA,Miami (FL),87,60,27
NA,UCF,NA,Tulane,84,81,3
NA,Navy,NA,American,72,60,12
NA,La Salle,NA,Saint Joseph's,82,91,-9
NA,Kentucky,57,Tennessee,70,55,15
NA,Loyola Maryland,NA,Lehigh,75,47,28
NA,Boston U.,32,Colgate,72,82,-10
41,UConn,23,Villanova,60,68,-8
NA,Wofford,NA,Western Caro.,80,56,24
NA,VMI,NA,The Citadel,74,75,-1
NA,Vanderbilt,36,Alabama,78,82,-4
NA,Rider,NA,Quinnipiac,64,80,-16
NA,New Hampshire,NA,UMass Lowell,69,67,2
NA,Columbus St.,NA,Col. of Charleston,83,86,-3
NA,Northern Ariz.,NA,Weber St.,52,74,-22
NA,Furman,NA,Mercer,70,60,10
NA,Elon,NA,William & Mary,75,54,21
9,Missouri,NA,South Carolina,93,78,15
51,Mount St. Mary's,NA,Fairleigh Dickinson,71,76,-5
NA,Sacramento St.,NA,Southern Utah,57,77,-20
NA,Eastern Mich.,NA,Kent St.,51,64,-13
NA,N.C. A&T,NA,Florida A&M,57,71,-14
NA,Notre Dame,63,Syracuse,67,75,-8
NA,NC State,NA,Wake Forest,80,62,18
24,Texas Tech,3,Kansas,61,67,-6
15,Eastern Wash.,NA,Montana,90,76,14
NA,George Mason,10,VCU,79,76,3
NA,Holy Cross,NA,Army West Point,65,69,-4
40,BYU,NA,LMU (CA),88,71,17
55,West Virginia,37,Texas,84,82,2
NA,Portland St.,NA,Idaho,71,40,31
NA,Georgia,25,Florida,63,70,-7
53,Illinois,NA,Minnesota,94,63,31
38,Florida St.,NA,Pittsburgh,79,72,7
NA,Troy,NA,Georgia St.,53,65,-12
NA,Binghamton,NA,NJIT,76,63,13
NA,Stony Brook,NA,Albany (NY),59,43,16
NA,Stanford,NA,Washington St.,76,85,-9
NA,Old Dominion,NA,UAB,65,58,7
NA,South Alabama,18,App State,56,54,2
NA,Pacific,NA,Portland,80,58,22
NA,Sacred Heart,NA,St. Francis Brooklyn,76,88,-12
NA,Auburn,42,LSU,80,104,-24
NA,Merrimack,NA,Bryant,58,60,-2
NA,Duquesne,NA,Richmond,72,79,-7
33,Oral Roberts,NA,South Dakota,84,86,-2
NA,Oakland,NA,Milwaukee,87,89,-2
67,Cleveland St.,NA,Purdue Fort Wayne,67,55,12
NA,Lamar University,NA,A&M-Corpus Christi,68,77,-9
NA,Kansas St.,NA,TCU,62,54,8
NA,Robert Morris,NA,Detroit Mercy,61,80,-19
NA,Wright St.,NA,Northern Ky.,77,71,6
NA,IUPUI,NA,Youngstown St.,70,77,-7
NA,Tennessee Tech,NA,Belmont,66,90,-24
NA,Jacksonville,NA,Stetson,86,82,4
66,Morehead St.,NA,UT Martin,79,69,10
NA,Eastern Ill.,NA,Austin Peay,76,69,7
NA,Chattanooga,48,UNC Greensboro,55,60,-5
NA,Jacksonville St.,NA,Tennessee St.,77,76,1
NA,Canisius,NA,Fairfield,53,66,-13
NA,Seton Hall,47,Georgetown,75,81,-6
22,Purdue,NA,Nebraska,75,58,17
NA,Louisville,26,North Carolina,54,99,-45
8,Oklahoma,NA,Iowa St.,66,56,10
NA,Pepperdine,NA,Santa Clara,82,86,-4
NA,Eastern Ky.,NA,Southeast Mo. St.,72,94,-22
NA,Miami (OH),NA,Northern Ill.,69,64,5
NA,Central Ark.,NA,Nicholls St.,68,79,-11
NA,Arizona,6,Southern California,81,72,9
